,marketSegment,name,slug,ticker,totalSupply
1926,Other,Naka Bodhi Token,naka-bodhi-token,NBOT,100000000
1927,Privacy,NavCoin,nav-coin,NAV,72341193.81204759
1928,Cryptocurrency,Shard,shard,SHARD,77160176.76
1929,Cryptocurrency,Nerva,nerva,XNV,17017723.485
1930,Cryptocurrency,VerusCoin,veruscoin,VRSC,65644512.80542011
1931,Trading,MidasProtocol,midasprotocol,MAS,270540521.4758478
1932,Cryptocurrency,Labh Coin,labh-coin,LABH,13458518714.6272
1933,Insurance,SafeInsure,safeinsure,SINS,21870963.16
1934,Financial,Crypto.com,crypto-com,MCO,31587682.363206
1935,Other,SmartCash,smartcash,SMART,2014903576.72334
1936,Verification,Bridge Protocol,bridge-protocol,IAM,450000000
1937,Gaming,Mist,mist,MIST,1000000000
1938,Cryptocurrency,Amoveo,amoveo,VEO,69838.177447
1939,Interoperability,Ren,ren,REN,999999632.80375
1940,Ontology,Ontology Gas,ontology-gas,ONG,1000000000
1941,Social,Parachute,parachute,PAR,999628334.0000002
1942,E-Commerce,Cazcoin,cazcoin,CAZ,48540693.0894982
1943,Financial,Cashaa,cashaa,CAS,1000000000
1944,Decentralized Exchange,BridgeCoin,bridgecoin,BCO,27000000
1945,Entertainment,CMITCOIN,cmitcoin,CMIT,50000000000
1946,Cryptocurrency,eXPerience Chain,experience-chain,XPC,113215461333
1947,Cryptocurrency,LUXCoin,luxcoin,LUX,13627169.95165698
1948,Gambling,Edgeless,edgeless,EDG,132046997
1949,Platform,ProxyNode,proxynode,PRX,189671900.2105253
1950,Privacy,Verge,verge,XVG,16488060387.83363
1951,Cloud Storage,Shift,shift,SHIFT,0
1952,Decentralized Exchange,DODO,dodo,DODO,1000000000
1953,Gaming,The Abyss,the-abyss,ABYSS,508628132.04107
1954,Stablecoin,TerraUSD,terrausd,UST,8131128033.779796
1955,Blockchain Service,Hydrogen,hydrogen,HYDRO,11111111111
1956,DeFi,Ribbon Finance,ribbon-finance,RBN,1000000000
1957,Media,SingularDTV,singulardtv,SNGLS,1000000000
1958,Platform,Skycoin,skycoin,SKY,25000000
1959,Decentralized Exchange,IDEX,idex,IDEX,1000000000
1960,Privacy,bitcoin2network,bitcoin2network,B2N,1326415282
1961,Blockchain Network,Metaverse ETP,metaverse,ETP,81393995.77478294
1962,Infrastructure,MarcoPolo Protocol,marcopolo-protocol,MAP,10000000000
1963,Infrastructure,Aion,aion,AION,499012861
1964,Cryptocurrency,ImageCoin,imagecoin,IMG,11872497.67784412
1965,Platform,Aragon,aragon,ANT,39609523.80952381
1966,Smart Contracts,NEO,neo,NEO,100000000
1967,Ethereum,Terra Virtua Kolect,terra-virtua-kolekt,TVK,1200000000
1968,Adult,SpankChain,spankchain,SPANK,1000000000
1969,Other,Mercury,mercury,MER,100000000
1970,Financial,YIELD App,yield-app,YLD,145871747
1971,Adult,AdultChain,adultchain,XXX,54917265.9898441
1972,Ethereum,Blockburn,blockburn,BURN,1977738957.6
1973,Cryptocurrency,GINcoin,gincoin,GIN,8027008.285193
1974,Other,NANJCOIN,nanjcoin,NANJ,30000000000
1975,Financial,Merebel,merebel,MERI,6195344.246828
1976,Platform,Project Pai,project-pai,PAI,1786766210
1977,Decentralized Exchange,Kira Network,kira-network,KEX,300000000
1978,Ethereum,Dora Factory,dora-factory,DORA,10000000
1979,Smart Contracts,Harmony,harmony,ONE,13268721003.10068
1980,Gaming,FantasyGold,fantasygold,FGC,177609675
1981,Privacy,ANON,anon,ANON,8554514
1982,Gaming,GameCredits,gamecredits,GAME,200000000
1983,Decentralized Exchange,Bonfida,bonfida,FIDA,998832824.896
1984,Prediction Market,Delphy,delphy,DPY,100000000
1985,Smart Contracts,Ubiq,ubiq,UBQ,42609099.353966
1986,Privacy,PIVX,pivx,PIVX,67732750.41740578
1987,Decentralized Exchange,win.win,win-win,TWINS,4819635323.7067
1988,Network,Sentivate,sentivate,SNTVT,4200000000
1989,Cryptocurrency,OPCoinX,opcoinx,OPCX,163774057.19807637
1990,Cryptocurrency,Blocknode,blocknode,BND,214926181.030019
1991,Privacy,Bitcoin Confidential,bitcoin-confidential,BC,7367797268.15
1992,Decentralized Exchange,Injective Protocol,injective-protocol,INJ,100000000
1993,DeFi,Yeld Finance,yeld-finance,YELD,60000
1994,Masternodes,Energi,energi,NRG,47720610.19484988
1995,Cryptocurrency,Bitcoin Rhodium,bitcoin-rhodium,XRC,1316162.5
1996,VeChain,VeThor Token,vethor-token,VTHO,43006368204
1997,DeFi,Alpha Finance Lab,alpha-finance-lab,ALPHA,1000000000
1998,Smart Contracts,Edgeware,edgeware,EDG,6566777572
1999,DeFi,Mithril Share,mithril-share,MIS,1000001
2000,Financial,Monolith,monolith,TKN,39406759.9283204
2001,Cryptocurrency,Bitblocks,bitblocks,BBK,273203440
2002,Blockchain Network,TOP,top,TOP,20000000000
2003,Cryptocurrency,Masari,masari,MSR,16045916.20395019
2004,Privacy,Iridium,iridium,IRD,23662299.01882577
2005,Ethereum,STK,stk,STK,500000000
2006,Other,ROIyal Coin,roiyal-coin,ROCO,2146523.5979893
2007,Stablecoin,Stably USD,stableusd,USDS,90000238660.96416
2008,Prediction Market,PlotX,plotx,PlotX,200000000
2009,,Aegeus,aegeus,AEG,43280999.8597271
2010,Adult,TABOO TOKEN,taboo-token,TABOO,9782678080
2011,Cryptocurrency,Lightpaycoin,lightpaycoin,LPC,5803454.93497902
2012,Stablecoin,Digix Gold Token,digix-gold-token,DGX,58000
2013,Cryptocurrency,Electra,electra,ECA,29629039786.906555
2014,Other,Aencoin,aencoin,AEN,4000000000
2015,Privacy,CUTcoin,cutcoin,CUT,155242496.263
2016,Gaming,Cocos-BCX,cocos-bcx,COCOS,100000000
2017,Privacy,Horizen,zencash,ZEN,11752187.5
2018,Smart Contracts,Kadena,kadena,KDA,1000000000
2019,DeFi,SafeCapital,safecapital,SCAP,2108509.11
2020,Privacy,Zcash,zcash,ZEC,13237912.5
2021,Cryptocurrency,Bitcoin Token,bitcoin-token,BTK,14706517.63794122
2022,Platform,PegNet,pegnet,PEG,2227955499.0044
2023,Privacy,Dash,dash,DASH,10465649.93657377
2024,Platform,Origin Protocol,origin-protocol,OGN,1000000000
2025,Decentralized Exchange,Leverj Gluon,leverj-gluon,L2,842269761.2079635
2026,Interoperability,NIX Bridge Token,nix-bridge-token,NBT,0
2027,Lending,Aave,aave,AAVE,16000000
2028,Masternodes,PAC Protocol,paccoin,PAC,15799232198.666405
2029,Stablecoin,TerraKRW,terra-krw,KRT,42703226138.80427
2030,Cryptocurrency,Nyzo,nyzo,NYZO,100000000
2031,DeFi,Perlin,perlin,PERL,1033200000
2032,Cryptocurrency,NewYorkCoin,newyorkcoin,NYC,143761098437.99847
2033,Blockchain Network,CertiK,certik,CTK,105577294.71694
2034,DeFi,DeFiZap,defizap,DFZ,
2035,Lending,88mph,88mph,MPH,418836.62859974
2036,DeFi,Terra,luna,LUNA,858956988.709086
2037,Interoperability,Blocknet,blocknet,BLOCK,8253906.86531109
2038,Cryptocurrency,Ergo,ergo,ERG,35316150
2039,Stablecoin,MITH Cash,mith-cash,MIC,0
2040,E-Commerce,Shopping,shopping,SPI,1000000
2041,Cryptocurrency,Algorand,algorand,ALGO,6743406744.024737
2042,DeFi,pBTC35A,pbtc35a,pBTC35A,0
2043,Gaming,PoolTogether,pooltogether,POOL,10000000
2044,DeFi,UNION Protocol Governance Token,union-protocol-governance-token,UNN,1000000000
2045,Platform,Tiger King,tiger-king,TKING,710999305800
2046,Infrastructure,Keep Network,keep-network,KEEP,999848780.8
2047,Blockchain Service,Cartesi,cartesi,CTSI,1000000000
2048,DeFi,Badger DAO,badger-dao,BADGER,21000000
2049,Social,2key.network,2key-network,2KEY,599020418.7745987
2050,DeFi,YFFII Finance,yffii-finance,YFFII,1000000
2051,Entertainment,Verasity,verasity,VRA,19400882350.003914
2052,DeFi,Mirror Protocol,mirror-protocol,MIR,370575000
2053,Cloud Storage,Arweave,arweave,AR,63190435
2054,Lending,Compound,compound,COMP,10000000
2055,Blockchain Service,NuCypher,nucypher,NU,1355563709.1403546
2056,Ethereum,Monavale,monavale,MONA,10011.52986087
2057,Financial,Celo,celo,CELO,1000000000
2058,DeFi,DMM: Governance,dmm-governance,DMG,249511173.3211447
2059,Marketing,BitTube,bit-tube,TUBE,329042723.898456
2060,Supply,Ambrosus,amber,AMB,769873000
2061,Decentralized Exchange,Balancer,balancer,BAL,35725000
2062,Ethereum,Vectorspace,vectorspace-ai,VXV,50000000
2063,Insurance,NXM,nexus-mutual,NXM,6893118.05248239
2064,DeFi,Serum,serum,SRM,1092844982
2065,Financial,TrustSwap,trustswap,SWAP,99995164.50608125
2066,Lending,DFI.Money,yearn-finance-ii,YFII,39375
2067,Lending,Meta,meta,MTA,99995244.58572492
2068,DeFi,Lido DAO Token,lido-dao,LDO,1000000000
2069,Interoperability,NerveNetwork,nervenetwork,NVT,1122857486.3837585
2070,Protocol,Meter,meter,MTRG,40000000
2071,Verification,Ontology,ontology,ONT,1000000000
2072,Lending,bZx Protocol,bzx,BZRX,1030000000
2073,Ethereum,Wilder World,wilder-world,WILD,500000000
2074,Gaming,Gameswap,gameswap,GSWAP,20000000
2075,Protocol,FIO Protocol,fio-protocol,FIO,795866582.1134139
2076,DeFi,Datamine,datamine,DAM,16876778.9
2077,DeFi,Meridian Network,meridian-network,LOCK,10947704.54242852
2078,Financial,Proton,proton,XPR,12301862217.163
2079,Platform,Cream Finance,cream-finance,CREAM,2925000
2080,Gaming,The Sandbox,the-sandbox,SAND,3000000000
2081,Protocol,Klima DAO,p-klima-dao,KLIMA,446725.774611
2082,Stablecoin,Dynamic Set Dollar,dynamic-set-dollar,DSD,35331663
2083,Interoperability,Bitgear,bitgear,GEAR,91000000
2084,Platform,Hakka.Finance,hakka-finance,HAKKA,635982513
2085,Protocol,GET Protocol,get-protocol,GET,23368773.4
2086,Lending,PROXI,proxi,CREDIT,100000000
2087,Interoperability,Kusama,kusama,KSM,9651217.45126206
2088,Prediction Market,Open Predict Token,open-predict-token,OPT,9900000
2089,Decentralized Exchange,UniLayer,unilayer,LAYER,40000000
2090,Lending,Xiotri,xiotri,XIOT,5000
2091,Platform,Rubic,rubic,RBC,124000000
2092,Cloud Computing,Secret,secret,SCRT,190165060
2093,Gaming,Vidya,vidya,VIDYA,50000000
2094,IoT,Machine Xchange Coin,machine-xchange-coin,MXC,2642132373
2095,Lending,SushiSwap,sushi,SUSHI,238151065.72679263
2096,Lending,yffi finance,yffi-finance,YFFI,0
2097,Platform,Cirus Foundation,cirus-foundation,CIRUS,250000000
2098,Gaming,Chain Games,chain-games,CHAIN,0
2099,Platform,Fuse Network,fuse-network,FUSE,314655930.553138
2100,Ethereum,Tokamak Network,tokamak-network,TON,50000000
2101,Binance,Galaxy Heroes Coin,galaxy-heroes-coin,GHC,1000000000000000
2102,DeFi,Pearl,pearl,PEARL,35000
2103,DeFi,Boosted Finance,boosted-finance,BOOST,99118.16852074
2104,Decentralized Exchange,SalmonSwap,salmonswap,SAL,1000000
2105,NFT,RMRK,rmrk,RMRK,10000000
2106,DeFi,Perpetual Protocol,perpetual-protocol,PERP,150000000
2107,Decentralized Exchange,Unitrade,unitrade,TRADE,50000000
2108,Insurance,Nsure.Network,nsure-network,NSURE,45000000
2109,Platform,Golff,golff,GOF,9999337.73
2110,DeFi,Pickle Finance,pickle-finance,PICKLE,1848976.41477931
2111,DeFi,PowerPool,powerpool,CVP,100000000
2112,Ethereum,Spheroid Universe,spheroid-universe,SPH,2110689818.748361
2113,Gaming,Aavegotchi,aavegotchi-ghst-token,GHST,74278180.18566765
2114,Protocol,The Graph,the-graph,GRT,10000000000
2115,DeFi,Zoracles,zoracles,ZORA,10000
2116,Platform,Bella Protocol,bella-protocol,BEL,100000000
2117,DeFi,Flamingo,flamingo,FLM,150000000
2118,Trading,dHedge DAO,dhedge-dao,DHT,100000000
2119,Energy,Energy Web Token,energy-web-token,EWT,48638535.4433
2120,DeFi,yieldfarming.insure,yieldfarming-insure,SAFE,80000
2121,DeFi,Dego Finance,dego-finance,DEGO,8607383
2122,DeFi,yAxis,yaxis,YAX,954180.59483165
2123,Ethereum,Rarible,rarible,RARI,25000000
2124,DeFi,APEcoin,apecoin,APE,10000000
2125,Cloud Storage,Crust,crust,CRU,20000000
2126,Privacy,Ethereum Meta,ethereum-meta,ETHM,0
2127,Cryptocurrency,Sapphire,sapphire,SAPP,555719404.5221562
2128,DeFi,PieDAO DOUGH v2,piedao-dough-v2,DOUGH,87161996.46257955
2129,DeFi,SmartKey,smartkey,SKEY,1000000000
2130,Privacy,Firo,zcoin,XZC,12427854.74033085
2131,Financial,Crypto.com Coin,crypto-com-coin,CRO,30263013692
2132,Insurance,Lossless,lossless,LSS,100000000
2133,Ethereum,Multiverse,multiverse,AI,0
2134,Smart Contracts,Shiden Network,shiden-network,SDN,71170673.70393759
2135,Cryptocurrency,Songbird,songbird,SGB,0
2136,Protocol,Beyond Protocol,beyond-protocol,BP,500000000
2137,Decentralized Exchange,BabySwap,babyswap,BABY,1000000000
2138,Decentralized Exchange,OpenOcean,openocean,OOE,1000000000
2139,Ethereum,Merit Circle,merit-circle,MC,1000000000
2140,Platform,Alitas,alitas,ALT,1000000000
2141,Ethereum,Neos Credits,neos-credits,NCR,50000000
2142,Platform,Impossible Decentralized Incubator Access,impossible-decentralized-incubator-access,IDIA,1000000000
2143,Blockchain Service,RChain,rchain,REV,870663574
2144,DeFi,Sovryn,sovryn,SOV,100000000
2145,,S.C. Corinthians Fan Token,sc-corinthians-fan-token,SCCP,20000000
2146,Binance,Dvision Network,dvision-network,DVI,1000000000
2147,Cryptocurrency,XeniosCoin,xenioscoin,XNC,100413374
2148,,Swarm,ethereum-swarm,BZZ,66297209.93251328
2149,Polygon,Genesis Worlds,p-genesis-worlds,GENESIS,52291294.72810764
2150,Entertainment,DeHub,dehub,DEHUB,3916343544.89923
2151,Cryptocurrency,Darma Cash,darma-cash,DMCH,215964608
2152,AI,PlatON,platon,LAT,10250000000
2153,Social,Samoyedcoin,samoyedcoin,SAMO,10308697429
2154,Decentralized Exchange,DeversiFi,deversifi,DVF,100000000
2155,Blockchain Network,Saito,saito,SAITO,3000000000
2156,Cryptocurrency,BitBall,bitball,BTB,0
2157,Gambling,Lotto,lotto,LOTTO,2000000000
2158,Binance,CryptoPlanes,cryptoplanes,CPAN,100000000
2159,Gaming,Defina Finance,defina-finance,FINA,100000000
2160,Blockchain Network,Everscale,ton-crystal,Ever,2039797242
2161,Infrastructure,Deeper Network,deeper-network,DPR,10000000000
2162,Marketing,Bloomzed Loyalty Club Ticket,bloomzed-token,BLCT,100000000
2163,,StarTerra,starterra,STT,99708685
2164,Binance,Alpha Quark Token,alpha-quark-token,AQT,30000000
2165,DeFi,BENQI,benqi,QI,7200000000
2166,Gaming,DeFi Land,defi-land,DFL,10000000000
